ETF,Short_MA,Long_MA,Total Return,Trade Count
DIA,25,155,0.9245357836749946,26.0
SPY,25,155,1.5076017821643726,17.0
QQQ,25,155,2.352655967413923,19.0
DIA,25,160,0.9510150473540635,27.0
SPY,25,160,1.8941868764634462,17.0
QQQ,25,160,2.4394712379747667,20.0
DIA,25,165,1.3670643130631563,26.0
SPY,25,165,2.192305729327335,16.0
QQQ,25,165,2.568157754007935,20.0
DIA,25,170,1.609039223758621,23.0
SPY,25,170,2.3117670169734597,14.0
QQQ,25,170,3.1254643641291633,20.0
DIA,25,175,1.6194053664390418,20.0
SPY,25,175,2.359726606560379,13.0
QQQ,25,175,2.9188196991789264,22.0
DIA,25,180,1.687389971161847,19.0
SPY,25,180,2.309116278283047,13.0
QQQ,25,180,2.5978045321518826,21.0
DIA,25,185,1.420252135133365,20.0
SPY,25,185,2.4860420570628614,14.0
QQQ,25,185,2.160540763692516,23.0
DIA,25,190,1.4575678747228795,20.0
SPY,25,190,2.672984591960177,10.0
QQQ,25,190,2.1653650489369602,20.0
DIA,25,195,1.665220151065363,20.0
SPY,25,195,2.784889577641732,11.0
QQQ,25,195,1.942454530600505,19.0
DIA,25,200,1.4721405463223056,19.0
SPY,25,200,2.8112953693129845,11.0
QQQ,25,200,2.435039201902702,17.0
DIA,25,205,1.270885621392718,20.0
SPY,25,205,3.0431565367535987,10.0
QQQ,25,205,2.4122994439024392,17.0
DIA,25,210,1.2423513718154569,22.0
SPY,25,210,2.9871511288026014,11.0
QQQ,25,210,2.7293239527851854,17.0
DIA,25,215,0.9358756799301273,22.0
SPY,25,215,3.0669222848701594,11.0
QQQ,25,215,2.8815983537139194,16.0
DIA,25,220,0.8854538219537718,21.0
SPY,25,220,3.064074369273273,10.0
QQQ,25,220,3.2683073962659197,15.0
DIA,25,225,0.8281838495922165,19.0
SPY,25,225,2.7201307367352494,10.0
QQQ,25,225,3.2514667145852023,15.0
DIA,25,230,0.8433351692319975,19.0
SPY,25,230,2.7976229669922015,10.0
QQQ,25,230,3.617654190497994,15.0
DIA,25,235,0.7083310050080893,18.0
SPY,25,235,2.534224632322367,10.0
QQQ,25,235,3.4381359915274787,14.0
DIA,25,240,0.9120051224467014,15.0
SPY,25,240,2.062863827819337,10.0
QQQ,25,240,3.6977579419705062,14.0
DIA,25,245,0.92198537214076,15.0
SPY,25,245,2.023093188207549,10.0
QQQ,25,245,3.7708432665802105,12.0
DIA,25,250,0.9964079130110768,15.0
SPY,25,250,1.9768757970448494,9.0
QQQ,25,250,3.7898195190602557,12.0
DIA,25,255,0.980280234010322,15.0
SPY,25,255,2.1516533942303013,8.0
QQQ,25,255,3.961011660240789,12.0
DIA,30,35,0.438608795261447,111.0
SPY,30,35,0.8477308876750429,104.0
QQQ,30,35,0.5490000920376246,99.0
DIA,30,40,0.4638353062084566,79.0
SPY,30,40,0.47351549634872403,77.0
QQQ,30,40,1.775351911844739,70.0
DIA,30,45,1.017505839781999,64.0
SPY,30,45,0.6684248237394128,67.0
QQQ,30,45,1.3942022636819984,58.0
DIA,30,50,0.7616989307424471,56.0
SPY,30,50,0.594228866175665,53.0
QQQ,30,50,2.886900270556593,53.0
DIA,30,55,0.27425274598262317,57.0
SPY,30,55,0.9891852932860248,50.0
QQQ,30,55,2.7855613099861234,45.0
DIA,30,60,0.6703441928530374,49.0
SPY,30,60,0.5770904215975321,45.0
QQQ,30,60,3.783209047572619,41.0
DIA,30,65,0.7754383011796959,41.0
SPY,30,65,0.9274171123379258,36.0
QQQ,30,65,2.878625231888957,40.0
DIA,30,70,1.152371219221474,37.0
SPY,30,70,1.2802338345498532,36.0
QQQ,30,70,2.572871080435587,38.0
DIA,30,75,1.0821248906949705,36.0
SPY,30,75,1.043779625201068,33.0
QQQ,30,75,2.826934341078119,40.0
DIA,30,80,1.2388595196120127,35.0
SPY,30,80,1.0819974146419304,32.0
QQQ,30,80,1.6372945961289185,33.0
DIA,30,85,0.7744951989748201,34.0
SPY,30,85,0.8199319283870239,30.0
QQQ,30,85,1.5235394552907562,32.0
DIA,30,90,0.5408000221828695,34.0
SPY,30,90,0.7261531955531058,30.0
QQQ,30,90,1.601869973048275,27.0
DIA,30,95,0.5560407747833875,34.0
SPY,30,95,0.37650807235616224,29.0
QQQ,30,95,1.91167831288025,26.0
DIA,30,100,0.6816630673502178,34.0
SPY,30,100,0.5514399290528029,30.0
QQQ,30,100,2.0301333167386244,25.0
DIA,30,105,0.3671268859653032,33.0
SPY,30,105,0.6029551118988377,28.0
QQQ,30,105,1.803979430231132,23.0
DIA,30,110,0.36708666591619443,28.0
SPY,30,110,0.4163599528785966,26.0
QQQ,30,110,1.8533656557740366,22.0
DIA,30,115,0.27063639777341186,29.0
SPY,30,115,0.7842488678759152,24.0
QQQ,30,115,1.5372273478347416,21.0
DIA,30,120,0.30432248062196754,25.0
SPY,30,120,0.9492568767478611,24.0
QQQ,30,120,1.7645790851184313,22.0
DIA,30,125,0.38666209807348073,24.0
SPY,30,125,0.7833079688632434,23.0
QQQ,30,125,1.8707850440192306,23.0
DIA,30,130,0.5610799452666293,24.0
SPY,30,130,1.0484033264132604,23.0
QQQ,30,130,1.889790492877851,21.0
DIA,30,135,0.6032921928188009,26.0
SPY,30,135,1.1205663500912646,23.0
QQQ,30,135,2.252780899835394,20.0
DIA,30,140,0.9029652805340687,23.0
SPY,30,140,1.3711822469574906,22.0
QQQ,30,140,1.795304739643551,22.0
DIA,30,145,1.0010345069424575,27.0
SPY,30,145,1.0468194303651686,22.0
QQQ,30,145,2.727037943138371,20.0
DIA,30,150,0.9708009219640019,27.0
SPY,30,150,1.379590433264855,19.0
QQQ,30,150,2.5625235501798596,18.0
DIA,30,155,0.8702290360091265,25.0
SPY,30,155,1.5137280971759655,16.0
QQQ,30,155,2.1955879620547147,19.0
DIA,30,160,0.8519150624227259,25.0
SPY,30,160,1.8809100556781102,17.0
QQQ,30,160,2.306844306573665,19.0
DIA,30,165,0.9416006921308342,24.0
SPY,30,165,2.2587651708672625,13.0
QQQ,30,165,2.159257241587383,20.0
DIA,30,170,1.1689722797694486,22.0
SPY,30,170,2.386211205222731,13.0
QQQ,30,170,2.3530114076252473,19.0
DIA,30,175,1.1650784220939912,19.0
SPY,30,175,2.725081386452852,12.0
QQQ,30,175,2.217389077701701,18.0
DIA,30,180,1.1177882407827733,19.0
SPY,30,180,2.781210456068451,11.0
QQQ,30,180,2.343617356844944,17.0
DIA,30,185,1.1861132591748742,20.0
SPY,30,185,2.748986338687339,10.0
QQQ,30,185,3.01396085080052,16.0
DIA,30,190,1.0366488192096894,18.0
SPY,30,190,2.8980531623457844,10.0
QQQ,30,190,2.638840829698725,16.0
DIA,30,195,0.8676991561120007,21.0
SPY,30,195,2.78574887878344,10.0
QQQ,30,195,2.91389904681358,16.0
DIA,30,200,1.0261416364473384,18.0
SPY,30,200,2.735996344625125,10.0
QQQ,30,200,2.629863592324775,16.0
DIA,30,205,0.9947748553150779,17.0
SPY,30,205,2.7968136129021754,10.0
QQQ,30,205,2.836468252785391,15.0
DIA,30,210,0.8579801701339336,17.0
SPY,30,210,2.9808710498904265,10.0
QQQ,30,210,3.1446337241731843,15.0
DIA,30,215,0.767531522043821,16.0
SPY,30,215,2.898706928976368,10.0
QQQ,30,215,2.966875757988683,16.0
DIA,30,220,0.6412666952332138,18.0
SPY,30,220,2.6944684968995682,10.0
QQQ,30,220,3.240589563441448,15.0
DIA,30,225,0.6573078779351151,18.0
SPY,30,225,3.003179048258435,10.0
QQQ,30,225,3.6523987054732636,12.0
DIA,30,230,0.5556940500271879,18.0
SPY,30,230,2.9615280844905434,8.0
QQQ,30,230,3.5163300185374764,12.0
DIA,30,235,0.6480806550879508,17.0
SPY,30,235,2.463239539994845,8.0
QQQ,30,235,3.5404731609002162,12.0
DIA,30,240,0.7187299299486367,16.0
SPY,30,240,2.3472268008838566,8.0
QQQ,30,240,3.505162011624347,12.0
DIA,30,245,0.8266050171716264,15.0
SPY,30,245,2.0767971744895473,11.0
QQQ,30,245,3.7981592080146944,12.0
DIA,30,250,0.9777266348927818,15.0
SPY,30,250,2.075757495131667,9.0
QQQ,30,250,3.686979650177337,12.0
DIA,30,255,1.0434195086774531,13.0
SPY,30,255,2.279926645456206,9.0
QQQ,30,255,3.69538651112705,12.0
DIA,35,40,0.6329130040563451,106.0
SPY,35,40,0.7152934748948006,99.0
QQQ,35,40,2.1695669710316183,91.0
DIA,35,45,0.4921449513888547,71.0
SPY,35,45,0.9093896975239708,76.0
QQQ,35,45,2.5112103139441877,67.0
DIA,35,50,0.6694312436448147,59.0
SPY,35,50,0.9545505282986773,57.0
QQQ,35,50,3.0548846197282558,52.0
DIA,35,55,0.8438173141739362,54.0
SPY,35,55,0.743165841967588,51.0
QQQ,35,55,3.6095785294552254,47.0
DIA,35,60,0.8290689258643755,47.0
SPY,35,60,0.6520724652349588,44.0
QQQ,35,60,3.7696964753712487,41.0
DIA,35,65,0.8053531966168084,42.0
SPY,35,65,0.9533199305797331,36.0
QQQ,35,65,3.5042135797844995,39.0
DIA,35,70,0.7184552723540343,37.0
SPY,35,70,1.1807852594183168,33.0
QQQ,35,70,2.8189154266131298,39.0
DIA,35,75,0.7778777800475292,35.0
SPY,35,75,0.8885285314290305,31.0
QQQ,35,75,1.3300177533798472,35.0
DIA,35,80,0.5446305411662673,35.0
SPY,35,80,0.8545048356402631,29.0
QQQ,35,80,1.2532169434604135,33.0
DIA,35,85,0.7294959980243247,32.0
SPY,35,85,0.8801526516766864,31.0
QQQ,35,85,1.9336274330438918,29.0
DIA,35,90,0.686992502887104,32.0
SPY,35,90,1.1419837507700223,27.0
QQQ,35,90,1.8758959210515567,25.0
DIA,35,95,0.7161861078223453,34.0
SPY,35,95,0.7042981384527651,27.0
QQQ,35,95,2.5756340445708847,24.0
DIA,35,100,0.31192757014844164,33.0
SPY,35,100,0.8556300767999314,28.0
QQQ,35,100,1.9889594047245627,24.0
DIA,35,105,0.5714187225975402,29.0
SPY,35,105,1.0036352027696385,28.0
QQQ,35,105,1.6930948882726913,22.0
DIA,35,110,0.6235754716933133,29.0
SPY,35,110,1.3506138739302664,25.0
QQQ,35,110,1.9711975675534723,21.0
DIA,35,115,0.733880474668283,25.0
SPY,35,115,1.1982809308089135,23.0
QQQ,35,115,2.140856004472732,21.0
DIA,35,120,0.8352986882143378,23.0
SPY,35,120,1.2500163637207922,21.0
QQQ,35,120,2.3439530815320513,21.0
DIA,35,125,0.8767911728049398,23.0
SPY,35,125,1.4655812457513546,21.0
QQQ,35,125,2.4378039079297187,20.0
DIA,35,130,1.0001410599190312,23.0
SPY,35,130,1.478225656736957,20.0
QQQ,35,130,2.8909166964517,18.0
DIA,35,135,0.7468671012650308,23.0
SPY,35,135,1.6448429818283428,21.0
QQQ,35,135,2.778331414540855,18.0
DIA,35,140,0.8479206665244854,22.0
SPY,35,140,1.6582727047743853,19.0
QQQ,35,140,3.0372810160351387,18.0
DIA,35,145,0.7494167702903902,23.0
SPY,35,145,1.4874805948120238,19.0
QQQ,35,145,3.157647609735993,18.0
DIA,35,150,0.8447877722411634,22.0
SPY,35,150,1.5062859948520249,19.0
QQQ,35,150,2.7930030867295534,17.0
DIA,35,155,0.8856026055400963,24.0
SPY,35,155,1.617935839744308,17.0
QQQ,35,155,2.933182046954003,17.0
DIA,35,160,1.1455043991849534,22.0
SPY,35,160,1.979280863624227,16.0
QQQ,35,160,2.6960197698017336,18.0
DIA,35,165,1.3506394502683983,20.0
SPY,35,165,2.288656350285218,13.0
QQQ,35,165,2.2551883748007153,17.0
DIA,35,170,1.2804275148479278,17.0
SPY,35,170,2.1262118394492413,12.0
QQQ,35,170,2.116581475767697,18.0
DIA,35,175,1.1025327908609772,17.0
SPY,35,175,2.09176441859883,12.0
QQQ,35,175,2.162838431383428,20.0
DIA,35,180,1.0471327876897671,17.0
SPY,35,180,2.4972177218430525,11.0
QQQ,35,180,2.36766599556135,16.0
DIA,35,185,1.0745257662102765,15.0
SPY,35,185,2.3767694428679045,10.0
QQQ,35,185,2.4508618449733515,15.0
DIA,35,190,1.1325238746307975,15.0
SPY,35,190,2.4141433212876215,10.0
QQQ,35,190,2.1957882971855924,16.0
DIA,35,195,1.176559304835171,16.0
SPY,35,195,2.268226927434648,10.0
QQQ,35,195,2.2977955081244796,17.0
DIA,35,200,1.0414225786264777,18.0
SPY,35,200,2.3313024031839222,10.0
QQQ,35,200,2.8719102675780452,14.0
DIA,35,205,0.9412406324389757,17.0
SPY,35,205,2.36178234850907,10.0
QQQ,35,205,2.669045491723797,14.0
DIA,35,210,0.8968677414920587,16.0
SPY,35,210,2.377642342560265,10.0
QQQ,35,210,2.9280223155949696,17.0
DIA,35,215,0.9112781297454238,17.0
SPY,35,215,2.5193467855362135,10.0
QQQ,35,215,2.7166608936054724,16.0
DIA,35,220,0.75152608637213,17.0
SPY,35,220,2.341749658958355,10.0
QQQ,35,220,3.3772319180595494,15.0
DIA,35,225,0.5439569150295016,19.0
SPY,35,225,2.526007862065246,9.0
QQQ,35,225,3.337455410786985,12.0
DIA,35,230,0.6416619969719646,16.0
SPY,35,230,2.616595557560429,8.0
QQQ,35,230,3.2284037521965345,12.0
DIA,35,235,0.5786145883350207,16.0
SPY,35,235,2.584185353806068,8.0
QQQ,35,235,3.2772094604409023,12.0
DIA,35,240,0.8810566674438984,17.0
SPY,35,240,2.6492723021176294,7.0
QQQ,35,240,3.3654010296643477,12.0
DIA,35,245,0.9156641991641381,14.0
SPY,35,245,2.616642113471723,7.0
QQQ,35,245,3.0555072078025525,12.0
DIA,35,250,0.8576098917040325,13.0
SPY,35,250,2.3948109731153595,7.0
QQQ,35,250,3.1044785428501784,11.0
DIA,35,255,0.9548104125000536,13.0
SPY,35,255,2.4850808662125035,7.0
QQQ,35,255,3.2686054382668575,11.0
DIA,40,45,0.7677148562255207,92.0
SPY,40,45,0.8803924222673827,92.0
QQQ,40,45,2.1922568765371464,87.0
DIA,40,50,1.105686069765397,70.0
SPY,40,50,1.214715412146012,67.0
QQQ,40,50,2.027385207319411,61.0
DIA,40,55,0.603427160994616,53.0
SPY,40,55,0.46336652709250714,54.0
QQQ,40,55,3.4376409284856733,49.0
DIA,40,60,0.48787328717066214,48.0
SPY,40,60,0.8219660944236975,45.0
QQQ,40,60,2.5222425837607565,44.0
DIA,40,65,0.49258359124324613,44.0
SPY,40,65,0.5689294401298062,36.0
QQQ,40,65,2.9880085892262747,39.0
DIA,40,70,0.7280410095469179,38.0
SPY,40,70,0.7602414134942315,34.0
QQQ,40,70,2.394944786378348,40.0
DIA,40,75,0.8032055789851951,32.0
SPY,40,75,0.9801178408511195,30.0
QQQ,40,75,1.267539724027814,32.0
DIA,40,80,0.9174586661933044,32.0
SPY,40,80,0.7447278828218036,29.0
QQQ,40,80,1.1708772754684706,32.0
DIA,40,85,0.8632839014583085,31.0
SPY,40,85,0.5707257576377254,29.0
QQQ,40,85,1.2817711589861225,29.0
DIA,40,90,0.6850847119699319,31.0
SPY,40,90,0.6552200371418819,28.0
QQQ,40,90,2.179764805587774,23.0
DIA,40,95,0.5345033053695651,31.0
SPY,40,95,1.0965281791605537,25.0
QQQ,40,95,2.317793676734782,24.0
DIA,40,100,0.9480362423571584,32.0
SPY,40,100,1.1518133973835858,26.0
QQQ,40,100,1.7422667070173987,22.0
DIA,40,105,0.9223267901459697,29.0
SPY,40,105,1.4195791937355562,25.0
QQQ,40,105,2.1594016518596324,21.0
DIA,40,110,0.6220764978898314,27.0
SPY,40,110,1.4313889238307356,23.0
QQQ,40,110,2.786497958911003,20.0
DIA,40,115,0.764179289809571,25.0
SPY,40,115,1.3524177888317084,22.0
QQQ,40,115,2.863960571083031,21.0
DIA,40,120,0.9034146635077902,24.0
SPY,40,120,1.4814443431465425,20.0
QQQ,40,120,3.7354475650750905,20.0
DIA,40,125,0.7834052896660508,22.0
SPY,40,125,1.736161700237259,20.0
QQQ,40,125,3.8357006578086263,16.0
DIA,40,130,0.78047587025542,23.0
SPY,40,130,1.592802904279199,20.0
QQQ,40,130,4.103812464023704,15.0
DIA,40,135,0.8639053565732135,23.0
SPY,40,135,1.5907562775926984,20.0
QQQ,40,135,4.037576159481898,15.0
DIA,40,140,0.9140479242830291,23.0
SPY,40,140,1.6958594017345314,18.0
QQQ,40,140,5.475145687771608,14.0
DIA,40,145,0.9441901751691915,23.0
SPY,40,145,1.8508486054699635,18.0
QQQ,40,145,4.680600712575093,15.0
DIA,40,150,1.253928096539282,23.0
SPY,40,150,1.9113179832932787,17.0
QQQ,40,150,4.201118055923118,14.0
DIA,40,155,1.052997231799612,21.0
SPY,40,155,1.7835298177339558,17.0
QQQ,40,155,3.4852701274963653,17.0
DIA,40,160,1.3067650010991834,20.0
SPY,40,160,1.6796598151794577,17.0
QQQ,40,160,2.675955174333118,17.0
DIA,40,165,1.545222600005355,18.0
SPY,40,165,2.271479977753268,16.0
QQQ,40,165,2.070393159571641,17.0
DIA,40,170,1.4612958744781785,17.0
SPY,40,170,2.4228431857258856,11.0
QQQ,40,170,2.1816675081186805,16.0
DIA,40,175,1.3533398773708099,17.0
SPY,40,175,2.403025167043722,11.0
QQQ,40,175,2.289706784504926,16.0
DIA,40,180,1.1819594156428623,16.0
SPY,40,180,2.382356572693951,10.0
QQQ,40,180,2.6184027595126467,16.0
DIA,40,185,1.4081158486593561,15.0
SPY,40,185,2.305626136770858,10.0
QQQ,40,185,2.4390360122484944,16.0
DIA,40,190,1.2723699775227808,15.0
SPY,40,190,2.3230559707044756,10.0
QQQ,40,190,2.6379997444533996,16.0
DIA,40,195,1.270942905760848,15.0
SPY,40,195,2.34777570018251,10.0
QQQ,40,195,3.175218466081912,16.0
DIA,40,200,1.2791770054786125,15.0
SPY,40,200,2.195332227787542,10.0
QQQ,40,200,2.8820068243875037,15.0
DIA,40,205,1.2769824777721661,17.0
SPY,40,205,2.259007026381269,10.0
QQQ,40,205,2.8812787428716935,15.0
DIA,40,210,1.1066964512914539,16.0
SPY,40,210,2.373131512221929,10.0
QQQ,40,210,2.873194629177189,15.0
DIA,40,215,1.3817050214082998,15.0
SPY,40,215,2.2365322986250926,10.0
QQQ,40,215,2.9908930285485664,16.0
DIA,40,220,1.0163052934667665,16.0
SPY,40,220,2.352221916095861,9.0
QQQ,40,220,3.2395716386841027,13.0
DIA,40,225,0.924239240995046,15.0
SPY,40,225,2.7368586463080495,8.0
QQQ,40,225,3.132692676601346,13.0
DIA,40,230,0.9180465555080957,15.0
SPY,40,230,2.6815038813593204,9.0
QQQ,40,230,2.9545609034535767,13.0
DIA,40,235,0.9063161045398178,15.0
SPY,40,235,2.732579385933363,8.0
QQQ,40,235,3.0390737946155584,12.0
DIA,40,240,1.071084761996461,17.0
SPY,40,240,2.597908993259905,7.0
QQQ,40,240,3.1815420730360318,12.0
DIA,40,245,0.9521487849941941,15.0
SPY,40,245,2.742459521149141,7.0
QQQ,40,245,3.4912877181560766,11.0
DIA,40,250,1.1325624389127111,13.0
SPY,40,250,2.5761514618725125,7.0
QQQ,40,250,3.449706503803922,11.0
DIA,40,255,1.1016101148707937,13.0
SPY,40,255,2.7990401564666825,7.0
QQQ,40,255,3.55860885099022,11.0
DIA,45,50,1.2552757717798775,85.0
SPY,45,50,1.1563552643034298,89.0
QQQ,45,50,3.3155426929326515,80.0
DIA,45,55,0.42867204744110365,62.0
SPY,45,55,0.3389940412637087,67.0
QQQ,45,55,2.0747633542516457,58.0
DIA,45,60,0.9206032144850576,49.0
SPY,45,60,0.8444942022709063,52.0
QQQ,45,60,2.6530092447211757,50.0
DIA,45,65,0.6910376237627172,46.0
SPY,45,65,0.7431679707685441,42.0
QQQ,45,65,2.0793694325936265,44.0
DIA,45,70,0.8888526948906279,38.0
SPY,45,70,0.9309263682223052,38.0
QQQ,45,70,1.7281090271073598,38.0
DIA,45,75,0.807935859586496,32.0
SPY,45,75,0.9866771158893772,30.0
QQQ,45,75,1.5334126835143067,35.0
DIA,45,80,0.6546880967879687,32.0
SPY,45,80,1.2401582911262774,27.0
QQQ,45,80,1.5303566451606394,30.0
DIA,45,85,0.5740426467456947,31.0
SPY,45,85,1.0462148785715955,26.0
QQQ,45,85,1.6765945416210188,29.0
DIA,45,90,0.7716572891722746,30.0
SPY,45,90,1.1566525807842276,27.0
QQQ,45,90,3.250730468332921,27.0
DIA,45,95,1.217379879810085,28.0
SPY,45,95,1.4191462139854,24.0
QQQ,45,95,2.7057631321657083,23.0
DIA,45,100,0.6692302385920124,27.0
SPY,45,100,1.1630403089900199,24.0
QQQ,45,100,2.0554645751553235,22.0
DIA,45,105,0.6620028105963152,28.0
SPY,45,105,1.464595912816951,25.0
QQQ,45,105,2.3646550833327065,22.0
DIA,45,110,0.6306436043685222,27.0
SPY,45,110,1.4270639999168346,22.0
QQQ,45,110,2.9417933450405425,20.0
DIA,45,115,0.672415138596753,25.0
SPY,45,115,1.5983147082313156,22.0
QQQ,45,115,3.1668228150174347,19.0
DIA,45,120,0.7585295753873451,23.0
SPY,45,120,1.5936218046091128,19.0
QQQ,45,120,3.1696586496149886,17.0
DIA,45,125,0.7334615553241834,22.0
SPY,45,125,1.4102154161647897,19.0
QQQ,45,125,3.1150775331654232,17.0
DIA,45,130,0.7543799032363852,22.0
SPY,45,130,1.5051625353450562,19.0
QQQ,45,130,3.8809609687676474,15.0
DIA,45,135,0.7949731837499452,22.0
SPY,45,135,1.901422633049071,18.0
QQQ,45,135,4.733523077600767,15.0
DIA,45,140,1.1465122420655867,21.0
SPY,45,140,1.8430823318417047,17.0
QQQ,45,140,4.508531926286671,14.0
DIA,45,145,1.1624145517642321,21.0
SPY,45,145,2.111238365577785,17.0
QQQ,45,145,3.661089386330053,14.0
DIA,45,150,1.186854793515812,21.0
SPY,45,150,1.897467741983644,18.0
QQQ,45,150,3.591969221435833,14.0
DIA,45,155,1.3471251414544723,20.0
SPY,45,155,2.266661017119891,16.0
QQQ,45,155,3.5718987394939505,13.0
DIA,45,160,1.4538013653348112,18.0
SPY,45,160,2.3475207565228753,15.0
QQQ,45,160,2.9353697493322684,15.0
DIA,45,165,1.3109434659754995,17.0
SPY,45,165,2.5085722511220396,13.0
QQQ,45,165,3.0376292383501715,14.0
DIA,45,170,1.283613333079456,17.0
SPY,45,170,2.3041917276531554,11.0
QQQ,45,170,2.740276324852194,15.0
DIA,45,175,1.3917815405567446,16.0
SPY,45,175,2.1282783384222346,11.0
QQQ,45,175,3.1302134301042255,15.0
DIA,45,180,1.2708762395983806,18.0
SPY,45,180,1.8599802174676512,10.0
QQQ,45,180,3.184223856578031,15.0
DIA,45,185,1.0108132802997258,17.0
SPY,45,185,2.186938880365393,10.0
QQQ,45,185,2.4206371045770916,16.0
DIA,45,190,1.0781441089731132,16.0
SPY,45,190,2.2407033467442314,10.0
QQQ,45,190,2.66672002139503,14.0
DIA,45,195,1.1467194490138568,15.0
SPY,45,195,2.3263999525791887,10.0
QQQ,45,195,2.9492222673775816,16.0
DIA,45,200,1.2420133680231502,15.0
SPY,45,200,2.4702959069824315,10.0
QQQ,45,200,3.2833055165678875,15.0
DIA,45,205,1.1327816885145623,17.0
SPY,45,205,2.132387406532088,10.0
QQQ,45,205,2.936441247534096,14.0
DIA,45,210,1.2018235926353453,16.0
SPY,45,210,2.1079505042953777,10.0
QQQ,45,210,2.7054943085415553,16.0
DIA,45,215,1.233513712134601,15.0
SPY,45,215,2.1718072662555636,9.0
QQQ,45,215,3.2009846169866254,14.0
DIA,45,220,1.047992145381158,16.0
SPY,45,220,2.456299229346629,8.0
QQQ,45,220,2.771765285236618,13.0
DIA,45,225,1.040546373961798,16.0
SPY,45,225,2.5846885765736265,8.0
QQQ,45,225,2.9740169614292107,13.0
DIA,45,230,0.9491573184884148,16.0
SPY,45,230,2.3432539295767074,8.0
QQQ,45,230,2.9727142916564593,13.0
DIA,45,235,0.9440953945172506,16.0
SPY,45,235,2.4810967552109813,7.0
QQQ,45,235,3.1201804402829465,14.0
DIA,45,240,0.9688845744136374,14.0
SPY,45,240,2.561893837241356,7.0
QQQ,45,240,3.1484744905251816,12.0
DIA,45,245,1.0156150082777655,15.0
SPY,45,245,2.604641809333583,7.0
QQQ,45,245,3.3102924899209363,11.0
DIA,45,250,1.0837419326595685,15.0
SPY,45,250,2.2974456131868455,7.0
QQQ,45,250,3.447713551211481,10.0
DIA,45,255,1.0699617889719923,13.0
SPY,45,255,2.3666129167504053,7.0
QQQ,45,255,3.6478931645521975,10.0
DIA,50,55,0.7542651120174397,83.0
SPY,50,55,0.6321846647433738,83.0
QQQ,50,55,2.375328288840455,83.0
DIA,50,60,0.9620795173698369,59.0
SPY,50,60,1.125224229246474,60.0
QQQ,50,60,2.591632985672495,59.0
DIA,50,65,0.5753791026150299,49.0
SPY,50,65,0.6876850016450089,45.0
QQQ,50,65,1.825789565303976,48.0
DIA,50,70,0.585223312249034,43.0
SPY,50,70,1.0468582228883836,38.0
QQQ,50,70,2.8517361595839943,43.0
DIA,50,75,0.9760456898271523,33.0
SPY,50,75,1.3565334826873068,31.0
QQQ,50,75,1.6730785663721535,37.0
DIA,50,80,1.1794443157537016,34.0
SPY,50,80,1.170331617470476,27.0
QQQ,50,80,1.6112989204512354,31.0
DIA,50,85,1.1768033434928662,30.0
SPY,50,85,1.2812961993384775,26.0
QQQ,50,85,2.569806099680564,30.0
DIA,50,90,0.9015273805121,28.0
SPY,50,90,1.8526489134968749,26.0
QQQ,50,90,2.259246301932589,25.0
DIA,50,95,0.7999895346749122,27.0
SPY,50,95,1.5508308346190058,25.0
QQQ,50,95,3.145783188454944,24.0
DIA,50,100,0.7995600645505954,26.0
SPY,50,100,1.7323723139403668,23.0
QQQ,50,100,2.517470181354317,22.0
DIA,50,105,0.6124511822933008,25.0
SPY,50,105,1.454383928669618,23.0
QQQ,50,105,2.948727677626856,22.0
DIA,50,110,0.4041170810454,26.0
SPY,50,110,1.2870213425514128,21.0
QQQ,50,110,2.8880408120472705,21.0
DIA,50,115,0.5838298146908645,23.0
SPY,50,115,1.4834718979272843,20.0
QQQ,50,115,2.6903578619815596,19.0
DIA,50,120,0.44337512264304246,23.0
SPY,50,120,1.421931780377919,20.0
QQQ,50,120,2.874892563595637,16.0
DIA,50,125,0.4423160418923553,21.0
SPY,50,125,1.5792840917666275,19.0
QQQ,50,125,2.876430894853626,17.0
DIA,50,130,0.6171776624506646,21.0
SPY,50,130,1.8991360986005055,18.0
QQQ,50,130,2.78229797635359,16.0
DIA,50,135,0.9615240872130772,20.0
SPY,50,135,2.005265593947567,17.0
QQQ,50,135,2.9133177632007623,16.0
DIA,50,140,0.9741065121085406,21.0
SPY,50,140,1.951054227788271,17.0
QQQ,50,140,3.373248507734715,14.0
DIA,50,145,1.040585647990203,20.0
SPY,50,145,2.1434400979131087,17.0
QQQ,50,145,3.2740343712067546,14.0
DIA,50,150,0.9870684002204471,21.0
SPY,50,150,2.4161699297957795,16.0
QQQ,50,150,2.8787942817332395,14.0
DIA,50,155,1.1606347547173832,21.0
SPY,50,155,2.418812672720784,15.0
QQQ,50,155,2.9698633493422455,14.0
DIA,50,160,1.2823194160080966,19.0
SPY,50,160,2.2045553379082246,14.0
QQQ,50,160,3.200380379213958,14.0
DIA,50,165,1.125792675714469,18.0
SPY,50,165,1.9067192275542184,13.0
QQQ,50,165,2.8200040537423816,15.0
DIA,50,170,1.2698982741273679,17.0
SPY,50,170,1.8694798623188538,11.0
QQQ,50,170,3.158202225905609,16.0
DIA,50,175,0.9979107347283596,16.0
SPY,50,175,1.7521556766793087,11.0
QQQ,50,175,2.8244174575174945,17.0
DIA,50,180,1.1609896059768365,18.0
SPY,50,180,1.803101247840463,10.0
QQQ,50,180,2.7735872525697225,17.0
DIA,50,185,1.033101974569202,17.0
